,position,ID0424-02-R05,ID0424-04-R05,ID0932-02-R04,ID0932-09-R01,ID1890-05-R04,ID1890-01-R05,ID1954-06-R05,ID1954-10-R05,ID2016-03-R05,ID2171-08-R03,ID2171-21-R05,ID4807-02-R05,ID4807-14-R03,ID5151-11-R04,ID5741-02-R03,ID5741-04-R01,ID6086-01-R04,ID6086-07-R03,ID6132-05-R01,ID6132-01-R01,ID6133-07-R03,ID6133-01-R05,ID6136-02-R05,ID6136-15-R04,ID6138-09-R04,ID6138-07-R03,ID6413-10-R05,ID6413-12-R05,ID6990-01-R05,ID6990-08-R03,ID7169-04-R05,ID7186-01-R01,ID7186-15-R03,ID7316-05-R05,ID8234-01-R05,ID8246-10-R03,ID8246-17-R05,ID8283-01-R04,ID8283-02-R04,ID8337-06-R03,ID8337-09-R04,ID8369-04-R05,ID8369-05-R03,ID8376-10-R04,ID8376-04-R05,ID9069-01-R05,ID9070-02-R01,ID9070-11-R04,ID9079-02-R01,ID9102-01-R05,ID9102-02-R05,ID9111-01-R05,ID9111-02-R04,ID9323-02-R05,ID9323-12-R04,ID9402-01-R05,ID9402-11-R03,ID9404-08-R03,ID9407-04-R02,ID9407-01-R05,ID9421-04-R02,ID9421-07-R02,ID9450-02-R05,ID9450-05-R04,ID9569-06-R03,ID9569-11-R01,ID9579-01-R04,ID9579-07-R05,ID9582-01-R03,ID9582-02-R02,ID9583-03-R01,ID9583-06-R04,ID9599-02-R02,ID9644-14-R02,ID9644-13-R02,IDCS77187-01-R05,IDCS77187-04-R04,ID9729-01-R05,ID9729-09-R05,ID9733-02-R04,ID9733-03-R03,ID9736-02-R05,ID9736-05-R04,ID9738-01-R02,ID9738-04-R02,ID9741-02-R03,ID9741-04-R05,ID9743-06-R03,ID9743-03-R05,ID9748-01-R03,ID9755-05-R05,ID9821-14-R04,ID9821-07-R02,ID9831-03-R04,ID9831-01-R01,ID9848-08-R02,ID9848-05-R04,ID9882-01-R03,ID9882-02-R04,ID9888-01-R01,ID9888-01-R04,ID9895-09-R04,ID9895-03-R05,ID9906-04-R02,ID9906-06-R04,ID9908-06-R05,ID9908-12-R05,IDCS77069-05-R03,IDCS77069-08-R03,ID9918-07-R03,ID9925-03-R03,ID9925-06-R02,flc_gene_model,targetsite2
32,3172032,16,13,19,9,7,12,8,9,5,10,8,11,16,15,22,31,12,9,19,7,12,5,17,9,14,12,4,10,7,13,17,17,10,7,12,11,9,19,13,4,20,20,12,12,7,9,11,16,21,19,11,15,14,9,18,28,18,8,9,8,13,15,12,18,13,15,16,14,13,12,18,6,21,10,23,13,13,20,15,9,13,19,8,24,22,15,8,19,19,18,13,11,12,20,19,22,22,9,23,7,17,10,16,7,13,16,19,26,21,20,13,13,0.0,10.0
33,3172033,16,13,19,9,7,12,8,9,5,10,8,11,16,15,22,31,12,9,19,7,12,5,17,9,14,12,4,10,7,13,18,17,10,7,12,11,9,19,13,4,20,20,12,12,7,9,11,16,21,19,11,15,14,9,18,28,18,8,9,8,13,15,12,18,13,15,16,14,13,12,18,6,21,10,23,13,13,20,15,9,13,19,8,24,22,15,8,19,19,18,13,11,12,20,19,22,22,9,23,7,17,10,16,7,12,16,19,26,21,20,13,13,0.0,10.0
34,3172034,16,13,19,10,7,12,8,9,5,10,8,11,16,15,22,31,13,9,19,8,12,5,18,9,15,12,4,10,7,13,18,18,10,7,12,11,9,19,13,3,20,20,12,12,7,9,11,16,21,20,11,15,14,9,18,28,19,8,9,8,13,15,12,18,13,15,16,14,13,12,18,6,21,10,23,13,13,20,15,9,13,19,8,24,22,15,8,19,19,18,13,11,12,20,19,22,22,9,24,7,17,10,16,7,12,16,19,26,21,20,13,13,0.0,10.0
35,3172035,16,13,19,9,7,12,8,9,5,10,8,10,16,15,22,31,13,7,19,8,12,5,17,9,15,12,4,10,7,14,18,17,10,7,12,11,9,19,13,3,20,20,12,12,7,9,11,16,21,20,11,15,14,9,18,28,19,8,10,8,13,15,12,18,13,15,16,14,13,12,18,6,20,10,23,13,13,20,15,9,13,19,8,24,22,15,8,18,19,18,13,10,12,20,19,22,22,9,24,7,17,10,16,7,12,16,19,26,21,20,13,13,0.0,10.0
36,3172036,16,13,19,9,7,12,8,9,5,10,8,10,16,13,22,30,13,7,18,8,12,5,17,9,15,11,4,10,7,14,18,17,10,7,12,11,8,19,13,3,20,20,12,13,7,9,10,15,21,20,11,15,13,9,18,28,18,8,10,8,13,15,12,17,13,15,14,14,13,12,18,6,20,10,22,13,13,20,14,9,13,19,8,24,22,15,7,18,19,18,13,10,12,20,19,22,22,9,23,7,17,10,16,7,12,16,19,25,21,20,13,13,0.0,10.0
37,3172037,16,14,20,10,7,13,8,9,5,10,8,10,16,14,23,31,14,9,18,9,13,8,17,10,15,11,4,11,7,14,19,17,10,8,13,11,8,19,13,4,22,21,12,16,8,9,10,16,22,23,12,16,14,10,19,31,20,9,10,8,13,16,12,19,13,16,14,14,14,12,19,6,20,11,22,15,14,21,14,10,13,19,8,24,22,15,7,18,19,19,13,10,14,21,19,22,26,11,23,8,18,10,18,8,12,16,19,25,22,20,15,13,0.0,10.0
38,3172038,15,14,20,10,7,13,8,9,5,10,8,10,16,14,23,31,14,9,18,9,13,8,17,10,15,11,4,11,7,14,19,17,10,8,13,11,8,19,13,4,22,20,12,16,8,9,10,16,22,23,12,16,14,10,19,31,20,9,10,8,13,16,12,19,13,16,14,14,14,12,19,6,20,12,23,15,14,21,14,10,13,19,8,24,22,15,7,18,19,19,13,10,14,22,19,22,26,11,23,8,18,10,18,8,12,16,19,25,22,20,15,13,0.0,10.0
39,3172039,15,14,20,10,7,13,8,9,5,10,8,10,16,14,23,31,14,9,18,9,13,8,17,10,15,11,4,11,7,14,19,17,10,8,13,11,8,19,13,4,22,20,12,16,8,9,10,16,22,23,12,16,14,10,19,31,19,9,10,8,13,16,12,19,13,16,14,14,14,12,19,6,20,12,23,13,14,21,14,10,13,19,8,24,22,15,7,18,19,19,13,10,14,22,19,22,26,11,23,8,18,10,18,8,12,16,19,25,22,20,14,13,0.0,10.0
40,3172040,15,14,20,10,6,13,8,9,5,10,8,9,16,14,23,31,14,9,18,9,12,8,17,10,15,11,4,10,7,14,19,17,10,8,13,11,8,19,12,4,22,19,12,16,8,8,10,16,21,22,12,17,14,10,18,31,19,9,10,8,12,16,12,19,13,16,14,14,14,12,18,6,19,12,23,13,14,20,14,10,13,19,9,24,22,15,7,18,19,18,15,10,15,22,19,21,26,11,23,8,18,9,18,8,12,16,18,25,22,20,14,13,0.0,10.0
41,3172041,15,14,20,10,6,13,8,9,5,10,8,10,16,14,23,30,14,9,17,9,12,8,17,10,14,9,4,10,7,14,19,17,10,8,12,11,8,19,13,4,22,19,12,16,8,9,10,16,20,22,12,17,14,10,18,31,19,9,10,8,12,16,12,18,13,16,14,14,14,11,18,6,19,12,23,13,12,20,14,10,14,19,9,24,22,15,7,18,17,18,15,10,15,20,19,21,26,11,23,8,18,9,18,7,12,15,17,24,22,20,14,13,0.0,10.0
42,3172042,15,14,20,10,6,14,8,9,5,11,8,10,16,14,23,30,14,9,17,9,12,8,17,10,14,9,4,10,7,14,19,18,10,8,12,11,8,20,13,4,22,18,12,16,9,9,11,16,20,22,12,17,14,12,18,32,22,9,10,8,12,16,12,18,13,16,14,14,13,11,19,6,20,12,23,13,12,20,15,10,14,19,9,25,22,15,7,17,17,19,15,11,15,21,19,21,26,11,23,8,18,9,19,7,12,15,17,25,24,20,15,13,0.0,10.0
43,3172043,15,14,20,10,6,14,8,9,5,11,8,10,16,14,23,29,14,9,17,9,12,8,17,10,14,9,4,11,7,14,19,18,10,8,12,11,8,20,13,4,22,18,12,16,9,9,11,16,19,22,12,17,14,12,18,32,22,9,10,8,12,16,12,18,13,16,14,14,13,10,19,6,20,12,23,13,12,20,15,10,14,19,9,25,22,15,7,17,17,19,15,11,15,21,19,21,26,11,23,8,18,9,19,7,12,15,17,25,24,20,15,13,0.0,10.0
44,3172044,15,14,20,10,6,14,8,9,5,11,8,10,16,14,23,29,14,9,17,9,12,8,17,10,14,9,4,11,7,14,19,18,10,8,12,11,8,20,13,4,22,18,11,16,9,9,11,16,19,23,12,18,14,12,18,31,22,9,10,8,12,16,12,18,13,16,14,14,13,10,19,6,20,12,23,13,12,20,15,10,14,19,9,25,22,15,7,17,17,19,15,11,15,21,19,21,26,11,23,8,17,9,19,7,12,15,17,25,24,20,15,13,0.0,10.0
45,3172045,15,14,20,10,6,14,8,9,5,11,8,10,16,14,23,29,14,9,17,9,12,8,17,10,14,9,4,11,7,14,19,18,10,8,12,11,8,20,13,4,22,18,11,16,9,10,11,16,19,23,12,18,14,12,19,31,22,9,10,8,12,16,12,18,13,16,14,14,13,10,19,6,20,12,23,13,12,20,15,10,14,19,10,25,22,15,7,17,17,19,15,11,15,21,19,20,26,11,23,8,17,9,19,7,12,15,17,25,24,20,14,13,0.0,10.0
46,3172046,15,13,20,11,6,14,8,9,5,11,9,10,15,14,22,29,14,9,16,10,12,8,17,10,14,9,4,11,7,15,19,17,10,8,12,10,8,21,13,6,24,18,11,17,9,11,12,15,20,23,13,17,15,12,20,31,22,9,10,7,11,16,12,17,13,16,14,15,13,9,20,6,21,12,24,11,12,20,15,10,14,17,10,24,22,15,6,17,17,19,15,11,15,21,19,20,26,12,21,8,17,9,19,6,12,18,17,27,24,19,13,13,0.0,10.0
47,3172047,15,13,20,11,6,14,8,9,5,11,9,10,15,14,22,29,14,9,16,10,12,8,17,10,15,9,4,11,7,14,19,17,10,8,12,10,8,21,13,6,24,18,11,17,9,11,12,15,20,23,13,17,15,12,20,31,22,9,10,7,11,16,12,17,13,16,14,15,13,9,20,6,21,12,24,11,12,20,15,10,14,17,10,24,22,15,6,17,17,19,15,11,16,21,19,20,26,12,20,10,17,9,19,6,12,19,18,27,24,19,13,12,0.0,10.0
48,3172048,15,13,20,11,6,14,8,9,5,11,9,10,15,14,21,29,14,9,16,10,12,8,15,10,15,9,4,11,7,14,19,17,10,8,12,10,8,21,13,6,24,18,11,17,9,11,12,15,20,22,13,17,14,12,20,31,22,8,10,7,11,16,12,16,12,15,14,15,13,9,20,6,21,12,24,11,12,20,15,10,14,17,10,23,21,15,6,17,16,18,15,11,16,21,18,20,26,12,20,10,17,9,19,6,12,19,17,27,24,19,13,12,0.0,10.0
