id,latitude,longitude,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,prec1,prec2,prec3,prec4,prec5,prec6,prec7,prec8,prec9,prec10,prec11,prec12,temp_min1,temp_min2,temp_min3,temp_min4,temp_min5,temp_min6,temp_min7,temp_min8,temp_min9,temp_min10,temp_min11,temp_min12,temp_max1,temp_max2,temp_max3,temp_max4,temp_max5,temp_max6,temp_max7,temp_max8,temp_max9,temp_max10,temp_max11,temp_max12
428,49.403,16.232,7.25879144668579,8.29524993896484,30.1875972747803,732.804565429688,22.4829998016357,-4.99599981307983,27.4790000915527,16.1958332061768,-0.449333280324936,16.1958332061768,-1.75633335113525,565,84,27,42.1900787353516,228,84,228,87,27,27,30,38,62,84,79,65,46,34,40,33,-4.99599981307983,-4.60799980163574,-1.29100000858307,2.01900005340576,6.88600015640259,9.69400024414062,11.3489999771118,11.1219997406006,7.80999994277954,3.73900008201599,-0.611000001430511,-3.77900004386902,0.125,1.80999994277954,6.26399993896484,11.8009996414185,17.5030002593994,20.2469997406006,22.2800006866455,22.4829998016357,17.4489994049072,11.4790000915527,4.52600002288818,0.909999966621399
430,47,15.5,8.85099983215332,9.59466648101807,32.1063652038574,768.958374023438,24.3099994659424,-5.57399988174438,29.8839988708496,18.0951671600342,-0.854166567325592,18.0951671600342,-0.854166567325592,870,122,27,45.0998992919922,358,105,358,105,27,35,49,58,85,121,122,115,83,69,63,43,-5.57399988174438,-4.16699981689453,-0.49099999666214,3.60899996757507,8.39700031280518,11.7320003509521,13.3079996109009,12.8590002059937,9.10700035095215,4.39599990844727,-0.416000008583069,-4.11599969863892,1.63499999046326,4.66099977493286,9.7480001449585,14.5260000228882,19.75,22.5879993438721,24.3099994659424,23.7740001678467,19.701000213623,13.7690000534058,6.88199996948242,2.43600010871887
470,40.8313,-87.735,10.177583694458,11.5295000076294,29.2857322692871,1027.359375,29.6280002593994,-9.74100017547607,39.3689994812012,20.2613334655762,-3.17216682434082,22.2978324890137,-3.17216682434082,976,104,40,27.2835273742676,311,151,299,151,40,41,80,100,103,104,104,91,90,73,80,70,-9.74100017547607,-7.52600002288818,-1.60699999332428,3.58500003814697,9.49300003051758,14.8699998855591,17.1639995574951,15.9739999771118,11.6700000762939,5.15100002288818,-0.0209999997168779,-6.05800008773804,-0.697000026702881,2.33599996566772,8.80399990081787,15.9700002670288,22.617000579834,27.7959995269775,29.6280002593994,28.3549995422363,25.2709999084473,18.6200008392334,9.95499992370605,2.65299987792969
476,40.8313,-87.735,10.177583694458,11.5295000076294,29.2857322692871,1027.359375,29.6280002593994,-9.74100017547607,39.3689994812012,20.2613334655762,-3.17216682434082,22.2978324890137,-3.17216682434082,976,104,40,27.2835273742676,311,151,299,151,40,41,80,100,103,104,104,91,90,73,80,70,-9.74100017547607,-7.52600002288818,-1.60699999332428,3.58500003814697,9.49300003051758,14.8699998855591,17.1639995574951,15.9739999771118,11.6700000762939,5.15100002288818,-0.0209999997168779,-6.05800008773804,-0.697000026702881,2.33599996566772,8.80399990081787,15.9700002670288,22.617000579834,27.7959995269775,29.6280002593994,28.3549995422363,25.2709999084473,18.6200008392334,9.95499992370605,2.65299987792969
484,40.8313,-87.735,10.177583694458,11.5295000076294,29.2857322692871,1027.359375,29.6280002593994,-9.74100017547607,39.3689994812012,20.2613334655762,-3.17216682434082,22.2978324890137,-3.17216682434082,976,104,40,27.2835273742676,311,151,299,151,40,41,80,100,103,104,104,91,90,73,80,70,-9.74100017547607,-7.52600002288818,-1.60699999332428,3.58500003814697,9.49300003051758,14.8699998855591,17.1639995574951,15.9739999771118,11.6700000762939,5.15100002288818,-0.0209999997168779,-6.05800008773804,-0.697000026702881,2.33599996566772,8.80399990081787,15.9700002670288,22.617000579834,27.7959995269775,29.6280002593994,28.3549995422363,25.2709999084473,18.6200008392334,9.95499992370605,2.65299987792969
504,40.8313,-87.735,10.177583694458,11.5295000076294,29.2857322692871,1027.359375,29.6280002593994,-9.74100017547607,39.3689994812012,20.2613334655762,-3.17216682434082,22.2978324890137,-3.17216682434082,976,104,40,27.2835273742676,311,151,299,151,40,41,80,100,103,104,104,91,90,73,80,70,-9.74100017547607,-7.52600002288818,-1.60699999332428,3.58500003814697,9.49300003051758,14.8699998855591,17.1639995574951,15.9739999771118,11.6700000762939,5.15100002288818,-0.0209999997168779,-6.05800008773804,-0.697000026702881,2.33599996566772,8.80399990081787,15.9700002670288,22.617000579834,27.7959995269775,29.6280002593994,28.3549995422363,25.2709999084473,18.6200008392334,9.95499992370605,2.65299987792969
506,40.8313,-87.735,10.177583694458,11.5295000076294,29.2857322692871,1027.359375,29.6280002593994,-9.74100017547607,39.3689994812012,20.2613334655762,-3.17216682434082,22.2978324890137,-3.17216682434082,976,104,40,27.2835273742676,311,151,299,151,40,41,80,100,103,104,104,91,90,73,80,70,-9.74100017547607,-7.52600002288818,-1.60699999332428,3.58500003814697,9.49300003051758,14.8699998855591,17.1639995574951,15.9739999771118,11.6700000762939,5.15100002288818,-0.0209999997168779,-6.05800008773804,-0.697000026702881,2.33599996566772,8.80399990081787,15.9700002670288,22.617000579834,27.7959995269775,29.6280002593994,28.3549995422363,25.2709999084473,18.6200008392334,9.95499992370605,2.65299987792969
531,40.8313,-87.735,10.177583694458,11.5295000076294,29.2857322692871,1027.359375,29.6280002593994,-9.74100017547607,39.3689994812012,20.2613334655762,-3.17216682434082,22.2978324890137,-3.17216682434082,976,104,40,27.2835273742676,311,151,299,151,40,41,80,100,103,104,104,91,90,73,80,70,-9.74100017547607,-7.52600002288818,-1.60699999332428,3.58500003814697,9.49300003051758,14.8699998855591,17.1639995574951,15.9739999771118,11.6700000762939,5.15100002288818,-0.0209999997168779,-6.05800008773804,-0.697000026702881,2.33599996566772,8.80399990081787,15.9700002670288,22.617000579834,27.7959995269775,29.6280002593994,28.3549995422363,25.2709999084473,18.6200008392334,9.95499992370605,2.65299987792969
544,40.9076,-73.2089,11.218560218811,9.04962158203125,27.8576507568359,865.192932128906,27.692045211792,-4.79318189620972,32.4852256774902,9.60132598876953,19.2856063842773,21.8028411865234,0.510037839412689,1087,103,77,9.06951904296875,297,256,259,262,91,77,103,100,94,81,81,97,86,86,97,94,-4.79318189620972,-4.22954559326172,-0.119318187236786,4.54545450210571,9.87954521179199,15.0079545974731,18.3443183898926,18.0022735595703,14.0363636016846,8.01931858062744,3.42045450210571,-1.78863632678986,3.342045545578,4.252272605896,8.8034086227417,14.5295457839966,19.9693183898926,24.8204536437988,27.692045211792,26.9500007629395,23.1136360168457,17.3454551696777,11.8249998092651,6.27727270126343
546,40.9076,-73.2089,11.218560218811,9.04962158203125,27.8576507568359,865.192932128906,27.692045211792,-4.79318189620972,32.4852256774902,9.60132598876953,19.2856063842773,21.8028411865234,0.510037839412689,1087,103,77,9.06951904296875,297,256,259,262,91,77,103,100,94,81,81,97,86,86,97,94,-4.79318189620972,-4.22954559326172,-0.119318187236786,4.54545450210571,9.87954521179199,15.0079545974731,18.3443183898926,18.0022735595703,14.0363636016846,8.01931858062744,3.42045450210571,-1.78863632678986,3.342045545578,4.252272605896,8.8034086227417,14.5295457839966,19.9693183898926,24.8204536437988,27.692045211792,26.9500007629395,23.1136360168457,17.3454551696777,11.8249998092651,6.27727270126343
628,40.7777,-72.9069,11.0713262557983,8.97723960876465,27.9019889831543,856.650756835938,27.4462356567383,-4.72795677185059,32.1741943359375,3.00913977622986,18.9991035461426,21.5783157348633,0.523297607898712,1073,103,73,11.2241678237915,292,237,249,276,93,83,103,96,87,73,77,99,81,82,99,100,-4.72795677185059,-4.15913963317871,-0.0763440877199173,4.39892482757568,9.6172046661377,14.7236557006836,18.1849460601807,17.8978500366211,13.9172039031982,7.82150554656982,3.20322585105896,-1.80860209465027,3.36881732940674,4.17956972122192,8.6118278503418,14.1193552017212,19.5892467498779,24.4333324432373,27.4462356567383,26.7838706970215,22.9774188995361,17.1903228759766,11.7322578430176,6.28709697723389
630,40.7777,-72.9069,11.0713262557983,8.97723960876465,27.9019889831543,856.650756835938,27.4462356567383,-4.72795677185059,32.1741943359375,3.00913977622986,18.9991035461426,21.5783157348633,0.523297607898712,1073,103,73,11.2241678237915,292,237,249,276,93,83,103,96,87,73,77,99,81,82,99,100,-4.72795677185059,-4.15913963317871,-0.0763440877199173,4.39892482757568,9.6172046661377,14.7236557006836,18.1849460601807,17.8978500366211,13.9172039031982,7.82150554656982,3.20322585105896,-1.80860209465027,3.36881732940674,4.17956972122192,8.6118278503418,14.1193552017212,19.5892467498779,24.4333324432373,27.4462356567383,26.7838706970215,22.9774188995361,17.1903228759766,11.7322578430176,6.28709697723389
680,40.9447,-72.8615,10.9423608779907,9.38916683197021,28.6954975128174,860.2607421875,27.7116661071777,-5.00833320617676,32.7200012207031,2.87416648864746,18.9616661071777,21.4888877868652,0.330000013113022,1113,103,82,8.65519046783447,298,258,263,280,95,84,103,100,93,82,83,98,85,87,102,101,-5.00833320617676,-4.50500011444092,-0.495000004768372,4.01333332061768,9.2616662979126,14.3450002670288,17.7633323669434,17.453332901001,13.5066661834717,7.60166645050049,3.11833333969116,-2.08166670799255,3.33166670799255,4.09666681289673,8.54500007629395,14.283332824707,19.9233322143555,24.7649993896484,27.7116661071777,26.8950004577637,22.9750003814697,17.2316665649414,11.7383327484131,6.14666652679443
681,40.9447,-72.8615,10.9423608779907,9.38916683197021,28.6954975128174,860.2607421875,27.7116661071777,-5.00833320617676,32.7200012207031,2.87416648864746,18.9616661071777,21.4888877868652,0.330000013113022,1113,103,82,8.65519046783447,298,258,263,280,95,84,103,100,93,82,83,98,85,87,102,101,-5.00833320617676,-4.50500011444092,-0.495000004768372,4.01333332061768,9.2616662979126,14.3450002670288,17.7633323669434,17.453332901001,13.5066661834717,7.60166645050049,3.11833333969116,-2.08166670799255,3.33166670799255,4.09666681289673,8.54500007629395,14.283332824707,19.9233322143555,24.7649993896484,27.7116661071777,26.8950004577637,22.9750003814697,17.2316665649414,11.7383327484131,6.14666652679443
685,40.9064,-73.1493,11.2042083740234,9.13224983215332,27.971851348877,869.3916015625,27.7530002593994,-4.89499998092651,32.6479988098145,9.58766651153564,19.3309993743896,21.8369998931885,0.445166736841202,1084,102,77,9.10482406616211,296,255,258,263,92,77,102,101,93,82,80,96,85,85,97,94,-4.89499998092651,-4.33099985122681,-0.190999999642372,4.46700000762939,9.87399959564209,15.0260000228882,18.3470001220703,17.9699993133545,13.9980001449585,7.98099994659424,3.30599999427795,-1.89499998092651,3.29500007629395,4.22200012207031,8.7790002822876,14.5410003662109,20.0559997558594,24.9300003051758,27.7530002593994,26.996000289917,23.1709995269775,17.4190006256104,11.8070001602173,6.27500009536743
687,40.9064,-73.1493,11.2042083740234,9.13224983215332,27.971851348877,869.3916015625,27.7530002593994,-4.89499998092651,32.6479988098145,9.58766651153564,19.3309993743896,21.8369998931885,0.445166736841202,1084,102,77,9.10482406616211,296,255,258,263,92,77,102,101,93,82,80,96,85,85,97,94,-4.89499998092651,-4.33099985122681,-0.190999999642372,4.46700000762939,9.87399959564209,15.0260000228882,18.3470001220703,17.9699993133545,13.9980001449585,7.98099994659424,3.30599999427795,-1.89499998092651,3.29500007629395,4.22200012207031,8.7790002822876,14.5410003662109,20.0559997558594,24.9300003051758,27.7530002593994,26.996000289917,23.1709995269775,17.4190006256104,11.8070001602173,6.27500009536743
728,40.9352,-73.114,11.1020374298096,9.16555595397949,28.2422637939453,858.107055664062,27.6622219085693,-4.79111099243164,32.4533309936523,9.24629592895508,0.561481595039368,21.5948143005371,0.561481595039368,1106,103,76,8.27410984039307,301,264,267,264,93,76,102,103,96,86,85,96,88,89,97,95,-4.79111099243164,-4.31777763366699,-0.495555549860001,4.16666650772095,9.4088888168335,14.5622224807739,18.0088882446289,17.7666664123535,13.9466667175293,8.16222190856934,3.50222229957581,-1.68888890743256,3.46000003814697,4.27333354949951,8.50666618347168,14.1133337020874,19.7777786254883,24.7022228240967,27.6622219085693,26.8666667938232,23.0400009155273,17.4400005340576,11.9422225952148,6.43333339691162
742,40.9352,-73.114,11.1020374298096,9.16555595397949,28.2422637939453,858.107055664062,27.6622219085693,-4.79111099243164,32.4533309936523,9.24629592895508,0.561481595039368,21.5948143005371,0.561481595039368,1106,103,76,8.27410984039307,301,264,267,264,93,76,102,103,96,86,85,96,88,89,97,95,-4.79111099243164,-4.31777763366699,-0.495555549860001,4.16666650772095,9.4088888168335,14.5622224807739,18.0088882446289,17.7666664123535,13.9466667175293,8.16222190856934,3.50222229957581,-1.68888890743256,3.46000003814697,4.27333354949951,8.50666618347168,14.1133337020874,19.7777786254883,24.7022228240967,27.6622219085693,26.8666667938232,23.0400009155273,17.4400005340576,11.9422225952148,6.43333339691162
763,42.3,74.3667,-4.1989164352417,13.4820003509521,29.8353538513184,1173.39562988281,18.3320007324219,-26.8560009002686,45.1880035400391,6.55266666412354,-19.1333332061768,8.68866729736328,-19.1333332061768,495,77,17,47.1337738037109,209,60,170,60,17,19,32,51,77,72,60,38,30,43,32,24,-26.8560009002686,-25.6100006103516,-21.7910003662109,-9.37199974060059,-2.99699997901917,0.167999997735023,2.43199992179871,0.616999983787537,-2.67600011825562,-6.96999979019165,-15.1149997711182,-23.1089992523193,-15.2950000762939,-12.6440000534058,-8.29800033569336,0.162000000476837,9.13000011444092,13.2790002822876,17.3040008544922,18.3320007324219,15.8459997177124,7.57800006866455,-3.6029999256134,-11.28600025177
765,42.1833,73.4,-3.05729150772095,14.7195835113525,31.3476085662842,1188.87536621094,20.4670009613037,-26.4890003204346,46.9560012817383,2.67533349990845,-18.1331672668457,9.94933319091797,-18.1331672668457,581,86,26,39.9766540527344,231,87,118,87,26,28,47,73,86,72,52,33,33,55,43,33,-26.4890003204346,-25.2129993438721,-21.4559993743896,-9.29899978637695,-2.10999989509583,0.769999980926514,2.8050000667572,0.986000001430511,-2.07999992370605,-6.23799991607666,-14.1020002365112,-22.5790004730225,-13.5500001907349,-11.16100025177,-7.17600011825562,0.556999981403351,10.996000289917,15.1380004882812,19.3330001831055,20.4670009613037,18.1849994659424,10.0459995269775,-1.39800000190735,-9.80700016021729
766,42.5833,73.6333,-6.5374584197998,13.1642503738403,32.622730255127,1006.66070556641,14.2259998321533,-26.1270008087158,40.3530006408691,2.77833342552185,-18.7758331298828,4.88883352279663,-18.7758331298828,678,98,25,42.6868705749512,270,85,226,85,25,27,49,74,98,93,79,54,48,56,42,33,-26.1270008087158,-25.9120006561279,-23.9559993743896,-13.1700000762939,-6.0149998664856,-3.34800004959106,-1.2940000295639,-2.67600011825562,-5.67199993133545,-9.49600028991699,-16.6480007171631,-23.121000289917,-13.8839998245239,-12.576000213623,-9.71599960327148,-3.26999998092651,4.90199995040894,9.01500034332275,13.4099998474121,14.2259998321533,11.0959997177124,3.62700009346008,-5.25899982452393,-11.0349998474121
768,42.8,76.35,-0.37945830821991,10.666916847229,29.4649906158447,967.611206054688,17.8110008239746,-18.3910007476807,36.2020034790039,8.65900039672852,-12.611499786377,10.6973333358765,-12.611499786377,382,65,7,67.4295425415039,188,25,178,25,7,9,19,32,60,63,65,50,29,25,14,9,-18.3910007476807,-17.8659992218018,-13.5120000839233,-5.40700006484985,0.266999989748001,3.42899990081787,6.00400018692017,5.37400007247925,1.66499996185303,-3.74399995803833,-10.6719999313354,-15.7019996643066,-9.19200038909912,-8.11100006103516,-3.40799999237061,5.13100004196167,10.6879997253418,13.9619998931885,17.6040000915527,17.8110008239746,14.2620000839233,7.77099990844727,-0.662999987602234,-6.40700006484985
772,37.35,72.4667,-0.398416668176651,12.2238330841064,30.8472328186035,1007.16394042969,19.8570003509521,-19.7700004577637,39.6269989013672,-2.33183336257935,11.3915004730225,11.4593334197998,-12.7560005187988,238,39,4,54.4149703979492,108,23,32,66,20,25,36,39,33,13,11,8,4,14,14,21,-18.1420001983643,-19.7700004577637,-15.7170000076294,-6.69999980926514,-1.01999998092651,2.37899994850159,5.27400016784668,6.21799993515015,1.04299998283386,-4.39599990844727,-10.9799995422363,-16.3129997253418,-8.8430004119873,-8.35200023651123,-3.42799997329712,3.24300003051758,9.63099956512451,15.1909999847412,19.8369998931885,19.8570003509521,16.1200008392334,9.4689998626709,0.953000009059906,-5.11600017547607
801,37.9169,-84.4639,12.7477083206177,11.8552503585815,33.388484954834,891.317199707031,30.3110008239746,-5.19600009918213,35.5069999694824,21.4221668243408,13.8010005950928,23.4495010375977,1.39999997615814,1168,121,70,16.2731132507324,346,247,322,264,78,83,112,102,121,108,117,97,87,70,90,103,-5.19600009918213,-3.49399995803833,1.03699994087219,5.61500024795532,11.1999998092651,16.1900005340576,18.6019992828369,17.6800003051758,13.8369998931885,6.91200017929077,1.99599993228912,-2.53800010681152,4.5629997253418,7.5310001373291,13.2340002059937,18.9899997711182,23.9659996032715,28.2639999389648,30.3110008239746,29.6499996185303,26.5230007171631,20.2210006713867,13.3170003890991,7.53399991989136
853,41.7976,-86.6691,9.65816688537598,9.69983291625977,26.7773666381836,964.732177734375,27.8740005493164,-8.35000038146973,36.2239990234375,21.269832611084,-1.34300005435944,21.269832611084,-2.60150003433228,980,103,44,21.6414165496826,291,169,291,175,54,44,71,91,86,103,92,96,98,79,89,77,-8.35000038146973,-6.60400009155273,-1.98699998855591,3.28900003433228,8.73900032043457,14.0979995727539,17.0869998931885,16.3940010070801,12.2259998321533,6.51800012588501,1.02100002765656,-4.73199987411499,-0.302000015974045,1.85000002384186,7.33500003814697,13.753999710083,20.242000579834,25.4260005950928,27.8740005493164,26.7399997711182,22.7689990997314,16.673999786377,9.20600032806396,2.52900004386902
854,41.7976,-86.6691,9.65816688537598,9.69983291625977,26.7773666381836,964.732177734375,27.8740005493164,-8.35000038146973,36.2239990234375,21.269832611084,-1.34300005435944,21.269832611084,-2.60150003433228,980,103,44,21.6414165496826,291,169,291,175,54,44,71,91,86,103,92,96,98,79,89,77,-8.35000038146973,-6.60400009155273,-1.98699998855591,3.28900003433228,8.73900032043457,14.0979995727539,17.0869998931885,16.3940010070801,12.2259998321533,6.51800012588501,1.02100002765656,-4.73199987411499,-0.302000015974045,1.85000002384186,7.33500003814697,13.753999710083,20.242000579834,25.4260005950928,27.8740005493164,26.7399997711182,22.7689990997314,16.673999786377,9.20600032806396,2.52900004386902
867,41.8266,-86.4366,9.62587451934814,10.2504167556763,27.8559074401855,982.200866699219,28.1849994659424,-8.61299991607666,36.7980003356934,21.417667388916,-1.42799997329712,21.417667388916,-2.93766665458679,989,102,46,20.5262718200684,290,174,290,182,55,46,73,95,85,102,94,94,97,80,87,81,-8.61299991607666,-6.87800025939941,-1.99000000953674,3.14000010490417,9.01200008392334,14.3090000152588,16.8369998931885,15.9139995574951,11.5699996948242,5.68100023269653,0.293000012636185,-5.26700019836426,-0.605000019073486,1.68300008773804,7.83500003814697,14.5240001678467,21.2430000305176,26.3290004730225,28.1849994659424,26.931999206543,23.1459999084473,16.7779998779297,8.9089994430542,2.05399990081787
868,41.8266,-86.4366,9.62587451934814,10.2504167556763,27.8559074401855,982.200866699219,28.1849994659424,-8.61299991607666,36.7980003356934,21.417667388916,-1.42799997329712,21.417667388916,-2.93766665458679,989,102,46,20.5262718200684,290,174,290,182,55,46,73,95,85,102,94,94,97,80,87,81,-8.61299991607666,-6.87800025939941,-1.99000000953674,3.14000010490417,9.01200008392334,14.3090000152588,16.8369998931885,15.9139995574951,11.5699996948242,5.68100023269653,0.293000012636185,-5.26700019836426,-0.605000019073486,1.68300008773804,7.83500003814697,14.5240001678467,21.2430000305176,26.3290004730225,28.1849994659424,26.931999206543,23.1459999084473,16.7779998779297,8.9089994430542,2.05399990081787
870,41.8266,-86.4366,9.62587451934814,10.2504167556763,27.8559074401855,982.200866699219,28.1849994659424,-8.61299991607666,36.7980003356934,21.417667388916,-1.42799997329712,21.417667388916,-2.93766665458679,989,102,46,20.5262718200684,290,174,290,182,55,46,73,95,85,102,94,94,97,80,87,81,-8.61299991607666,-6.87800025939941,-1.99000000953674,3.14000010490417,9.01200008392334,14.3090000152588,16.8369998931885,15.9139995574951,11.5699996948242,5.68100023269653,0.293000012636185,-5.26700019836426,-0.605000019073486,1.68300008773804,7.83500003814697,14.5240001678467,21.2430000305176,26.3290004730225,28.1849994659424,26.931999206543,23.1459999084473,16.7779998779297,8.9089994430542,2.05399990081787
