Locus	TAIR internal locus id	Gene Model(s)	GO term	GO ID	TAIR internal GO id	category	GO Slim(s)	Evidence code	Reference	Made by	date last modified
AT5G10140	2184118	AT5G10140	response to temperature stimulus	GO:0009266	7411	proc	response to abiotic stimulus	IMP	Publication:501718541|PMID:16473970  	TAIR	03/31/2006 00:00:00
AT5G10140	2184118	AT5G10140	RNA polymerase II transcription regulatory region sequence-specific DNA binding	GO:0000977	35768	func	nucleic acid binding | DNA binding	IEA	AnalysisReference:501756966		11/26/2022 00:00:00
AT5G10140	2184118	AT5G10140	regulation of transcription by RNA polymerase II	GO:0006357	7463	proc	nucleobase-containing compound metabolic process | other cellular processes | biosynthetic process | other metabolic processes	IBA	Communication:501741973		11/23/2022 00:00:00
AT5G10140	2184118	AT5G10140	positive regulation of transcription by RNA polymerase II	GO:0045944	12514	proc	other metabolic processes | nucleobase-containing compound metabolic process | other cellular processes | biosynthetic process	IEA	AnalysisReference:501756966		11/26/2022 00:00:00
AT5G10140	2184118	AT5G10140	negative regulation of flower development	GO:0009910	9312	proc	multicellular organism development | post-embryonic development | anatomical structure development | reproduction | flower development	IMP	Publication:501681679|PMID:12114624  	TAIR	03/31/2006 00:00:00
AT5G10150	2184133	AT5G10150	regulation of cell division	GO:0051302	20665	proc	other cellular processes	IMP	Publication:501783868|PMID:30737509  		03/31/2021 00:00:00
AT5G10150	6532552247	AT5G10150.3	mitochondrion	GO:0005739	486	comp	mitochondrion	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G10150	2184133	AT5G10150	protein binding	GO:0005515	3877	func	protein binding	IPI	Publication:501788223|PMID:32004461  		04/01/2021 00:00:00
AT5G10150	2184133	AT5G10150	extrinsic component of cytoplasmic side of plasma membrane	GO:0031234	20776	comp	other membranes | other intracellular components | plasma membrane	IDA	Publication:501783868|PMID:30737509  		12/05/2020 00:00:00
AT5G10150	6532552969	AT5G10150.4	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G10150	2184133	AT5G10150	plant organ morphogenesis	GO:1905392	52613	proc	multicellular organism development | anatomical structure development	IMP	Publication:501783868|PMID:30737509  		03/31/2021 00:00:00
AT5G10150	2184133	AT5G10150	basal plasma membrane	GO:0009925	12028	comp	plasma membrane | other membranes	IDA	Publication:501783868|PMID:30737509  	TAIR	02/28/2019 00:00:00
AT5G10150	6532545376	AT5G10150.2	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G10150	2184133	AT5G10150	specification of plant organ axis polarity	GO:0090708	52939	proc	anatomical structure development | multicellular organism development	IMP	Publication:501783868|PMID:30737509  		03/31/2021 00:00:00
AT5G10150	2184133	AT5G10150	regulation of root morphogenesis	GO:2000067	35736	proc	anatomical structure development | multicellular organism development	IMP	Publication:501783868|PMID:30737509  		03/31/2021 00:00:00
AT5G10150	2184132	AT5G10150.1	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G10150	2184133	AT5G10150	protein homodimerization activity	GO:0042803	15211	func	protein binding	IDA	Publication:501783868|PMID:30737509  		04/01/2021 00:00:00
AT5G10170	2184153	AT5G10170	inositol biosynthetic process	GO:0006021	6452	proc	other metabolic processes | other cellular processes | carbohydrate metabolic process | biosynthetic process	IBA	Communication:501741973		11/23/2022 00:00:00
AT5G10170	2184153	AT5G10170	inositol-3-phosphate synthase activity	GO:0004512	3275	func	catalytic activity	IBA	Communication:501741973		11/23/2022 00:00:00
AT5G10170	2184153	AT5G10170	inositol biosynthetic process	GO:0006021	6452	proc	carbohydrate metabolic process | other metabolic processes | biosynthetic process | other cellular processes	IEA	AnalysisReference:501757242		11/26/2022 00:00:00
AT5G10170	2184153	AT5G10170	inositol-3-phosphate synthase activity	GO:0004512	3275	func	catalytic activity	IGI	Publication:501742428|PMID:21505066  		08/03/2011 00:00:00
AT5G10170	2184153	AT5G10170	cytoplasm	GO:0005737	231	comp	cytoplasm	IBA	Communication:501741973		09/29/2022 00:00:00
AT5G10170	2184152	AT5G10170.1	cytoplasm	GO:0005737	231	comp	cytoplasm	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G10170	2184153	AT5G10170	cytoplasm	GO:0005737	231	comp	cytoplasm	IDA	Publication:501736475|PMID:20215587  	TAIR	04/15/2010 00:00:00
AT5G10170	2184153	AT5G10170	embryo development ending in seed dormancy	GO:0009793	11994	proc	multicellular organism development | embryo development | reproduction | post-embryonic development | anatomical structure development	IGI	Publication:501742428|PMID:21505066  		08/03/2011 00:00:00
AT5G10770	2183730	AT5G10770	defense response	GO:0006952	5542	proc	response to stress	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT5G10770	2183730	AT5G10770	organic cyclic compound biosynthetic process	GO:1901362	43684	proc	biosynthetic process | other metabolic processes	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT5G10770	2183730	AT5G10770	oxoacid metabolic process	GO:0043436	21524	proc	other cellular processes | other metabolic processes	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT5G10770	2183730	AT5G10770	aromatic compound biosynthetic process	GO:0019438	10128	proc	biosynthetic process | other cellular processes | other metabolic processes	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT5G10770	2183730	AT5G10770	molecular_function_unknown	GO:0003674	3226	func	unknown molecular functions	ND	Communication:1345790	TAIR	10/28/2021 00:00:00
AT5G10770	2183730	AT5G10770	terpenoid metabolic process	GO:0006721	7420	proc	other metabolic processes | other cellular processes | lipid metabolic process	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT5G10770	2183730	AT5G10770	secondary metabolite biosynthetic process	GO:0044550	40579	proc	secondary metabolic process | biosynthetic process	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT5G10770	2183729	AT5G10770.1	extracellular region	GO:0005576	294	comp	extracellular region	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G25415	505006637	AT5G25415	biological_process_unknown	GO:0008150	5239	proc	unknown biological processes	ND	Communication:1345790	TIGR	02/01/2022 00:00:00
AT5G25415	505006637	AT5G25415	cellular_component_unknown	GO:0005575	163	comp	unknown cellular components	ND	Communication:1345790	TIGR	02/01/2022 00:00:00
AT5G25415	505006637	AT5G25415	molecular_function_unknown	GO:0003674	3226	func	unknown molecular functions	ND	Communication:1345790	TAIR	05/08/2009 00:00:00
AT5G45750	2171943	AT5G45750	intracellular protein transport	GO:0006886	6091	proc	transport | other cellular processes	IBA	Communication:501741973		11/23/2022 00:00:00
AT5G45750	2171942	AT5G45750.1	vacuole	GO:0005773	730	comp	vacuole	HDA	Publication:501711987|PMID:14760709  		04/12/2021 00:00:00
AT5G45750	2171943	AT5G45750	protein binding	GO:0005515	3877	func	protein binding	IPI	Publication:501760192|PMID:24833385  		11/22/2022 00:00:00
AT5G45750	2171942	AT5G45750.1	nucleus	GO:0005634	537	comp	nucleus	HDA	Publication:501711432|PMID:14617066  		04/22/2021 00:00:00
AT5G45750	2171943	AT5G45750	GTPase activity	GO:0003924	1041	func	hydrolase activity	IBA	Communication:501741973		11/23/2022 00:00:00
AT5G45750	2171942	AT5G45750.1	plasma membrane	GO:0005886	570	comp	plasma membrane	HDA	Publication:501722708|PMID:17644812  		04/07/2021 00:00:00
AT5G45750	2171943	AT5G45750	plastid	GO:0009536	576	comp	plastid	HDA	Publication:501776792|PMID:28887381  		04/04/2019 00:00:00
AT5G45750	2171943	AT5G45750	endomembrane system	GO:0012505	9932	comp	other cellular components	IBA	Communication:501741973		11/23/2022 00:00:00
AT5G45750	2171943	AT5G45750	cell wall biogenesis	GO:0042546	13564	proc	other cellular processes	IMP	Publication:501758577|PMID:24124508  	TAIR	11/30/2015 00:00:00
AT5G45760	1006229364	AT5G45760.2	cytoplasm	GO:0005737	231	comp	cytoplasm	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G45760	2171952	AT5G45760.1	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G45760	2171953	AT5G45760	biological_process_unknown	GO:0008150	5239	proc	unknown biological processes	ND	Communication:1345790	TAIR	02/01/2022 00:00:00
AT5G45760	2171953	AT5G45760	molecular_function_unknown	GO:0003674	3226	func	unknown molecular functions	ND	Communication:1345790	TAIR	10/28/2021 00:00:00
AT5G45830	2152390	AT5G45830	sequence-specific DNA binding	GO:0043565	22416	func	DNA binding	IEA	AnalysisReference:501756966		11/22/2022 00:00:00
AT5G45830	2152390	AT5G45830	seed dormancy process	GO:0010162	17254	proc	multicellular organism development | reproduction | post-embryonic development | anatomical structure development	IMP	Publication:501723093|PMID:17890372  	TAIR	03/19/2010 00:00:00
AT5G45830	2152390	AT5G45830	regulation of seed dormancy process	GO:2000033	35581	proc	reproduction | post-embryonic development | multicellular organism development | anatomical structure development	IMP	Publication:501720046|PMID:17065317  	TAIR	08/23/2010 00:00:00
AT5G45830	6532559432	AT5G45830.2	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G45830	2152390	AT5G45830	sugar mediated signaling pathway	GO:0010182	13865	proc	other cellular processes | response to chemical | signal transduction	IMP	Publication:501723093|PMID:17890372  	TAIR	03/19/2010 00:00:00
AT5G45830	2152390	AT5G45830	identical protein binding	GO:0042802	15210	func	protein binding	IPI	Publication:501790246|PMID:32612234  		11/22/2022 00:00:00
AT5G45830	3441711	AT5G45830.1	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G45830	2152390	AT5G45830	DNA-templated transcription	GO:0006351	7470	proc	nucleobase-containing compound metabolic process | other metabolic processes | biosynthetic process | other cellular processes	IEA	AnalysisReference:501756966		11/22/2022 00:00:00
AT5G45830	2152390	AT5G45830	abscisic acid-activated signaling pathway	GO:0009738	11414	proc	other cellular processes | signal transduction | response to endogenous stimulus | response to chemical	IMP	Publication:501723093|PMID:17890372  	TAIR	03/19/2010 00:00:00
AT5G45830	6532559434	AT5G45830.6	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G45830	6532559435	AT5G45830.4	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G45830	6532555408	AT5G45830.3	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G45830	6532562386	AT5G45830.5	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G45830	2152390	AT5G45830	protein binding	GO:0005515	3877	func	protein binding	IPI	Publication:501790246|PMID:32612234  		11/22/2022 00:00:00
AT5G53150	2163786	AT5G53150	regulation of reproductive process	GO:2000241	36525	proc	reproduction	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT5G53150	2163786	AT5G53150	regulation of developmental process	GO:0050793	17954	proc	other biological processes	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT5G53150	2163786	AT5G53150	photoperiodism, flowering	GO:0048573	21196	proc	response to light stimulus | post-embryonic development | anatomical structure development | reproduction | multicellular organism development	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT5G53150	2163786	AT5G53150	protein metabolic process	GO:0019538	10586	proc	protein metabolic process	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT5G53150	2163786	AT5G53150	phyllome development	GO:0048827	23475	proc	anatomical structure development | multicellular organism development	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT5G53150	2163786	AT5G53150	molecular_function_unknown	GO:0003674	3226	func	unknown molecular functions	ND	Communication:1345790	TAIR	10/28/2021 00:00:00
AT5G53150	6532563658	AT5G53150.6	cytoplasm	GO:0005737	231	comp	cytoplasm	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G53150	2163786	AT5G53150	flower development	GO:0009908	11347	proc	flower development	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT5G53150	2163785	AT5G53150.1	cytoplasm	GO:0005737	231	comp	cytoplasm	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G53150	6532563927	AT5G53150.5	cytoplasm	GO:0005737	231	comp	cytoplasm	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G53150	2163786	AT5G53150	regulation of biological quality	GO:0065008	25784	proc	other biological processes	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT5G53150	2163786	AT5G53150	positive regulation of macromolecule metabolic process	GO:0010604	29564	proc	other metabolic processes	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT5G53150	6532563653	AT5G53150.3	cytoplasm	GO:0005737	231	comp	cytoplasm	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G53150	2163786	AT5G53150	regulation of DNA-templated transcription	GO:0006355	7461	proc	nucleobase-containing compound metabolic process | biosynthetic process | other cellular processes | other metabolic processes	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT5G53150	6532563926	AT5G53150.4	cytoplasm	GO:0005737	231	comp	cytoplasm	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G53150	6532563922	AT5G53150.2	cytoplasm	GO:0005737	231	comp	cytoplasm	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
