Locus	TAIR internal locus id	Gene Model(s)	GO term	GO ID	TAIR internal GO id	category	GO Slim(s)	Evidence code	Reference	Made by	date last modified
AT4G11240	2128258	AT4G11240	protein dephosphorylation	GO:0006470	6878	proc	other cellular processes | other metabolic processes	ISS	Publication:2553|PMID:9617814   	TAIR	11/11/2003 00:00:00
AT4G11240	2128258	AT4G11240	myosin phosphatase activity	GO:0017018	3284	func	hydrolase activity | catalytic activity	IEA	AnalysisReference:501756967		11/26/2022 00:00:00
AT4G11240	2128258	AT4G11240	macromolecule modification	GO:0043412	21458	proc	other metabolic processes	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT4G11240	2128258	AT4G11240	cytoplasm	GO:0005737	231	comp	cytoplasm	IBA	Communication:501741973		11/23/2022 00:00:00
AT4G11240	2128258	AT4G11240	protein serine/threonine phosphatase activity	GO:0004722	3908	func	hydrolase activity | catalytic activity	IBA	Communication:501741973		11/23/2022 00:00:00
AT4G11745	1005716195	AT4G11745	biological_process_unknown	GO:0008150	5239	proc	unknown biological processes	ND	Communication:1345790	TIGR	02/01/2022 00:00:00
AT4G11745	1005713852	AT4G11745.1	cytoplasm	GO:0005737	231	comp	cytoplasm	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G11745	1005716195	AT4G11745	molecular_function_unknown	GO:0003674	3226	func	unknown molecular functions	ND	Communication:1345790	TIGR	09/06/2003 00:00:00
AT4G11750	2139686	AT4G11750.1	cytoplasm	GO:0005737	231	comp	cytoplasm	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G11750	2139687	AT4G11750	biological_process_unknown	GO:0008150	5239	proc	unknown biological processes	ND	Communication:1345790	TIGR	02/01/2022 00:00:00
AT4G11750	2139687	AT4G11750	molecular_function_unknown	GO:0003674	3226	func	unknown molecular functions	ND	Communication:1345790	TIGR	04/17/2003 00:00:00
AT4G11770	2139722	AT4G11770	molecular_function_unknown	GO:0003674	3226	func	unknown molecular functions	ND	Communication:1345790	TIGR	04/17/2003 00:00:00
AT4G11770	2139722	AT4G11770	biological_process_unknown	GO:0008150	5239	proc	unknown biological processes	ND	Communication:1345790	TIGR	02/01/2022 00:00:00
AT4G11770	2139722	AT4G11770	cellular_component_unknown	GO:0005575	163	comp	unknown cellular components	ND	Communication:1345790	TAIR	02/01/2022 00:00:00
AT4G11845	4010712867	AT4G11845.1	mitochondrion	GO:0005739	486	comp	mitochondrion	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G11845	4010713879	AT4G11845	cytosol	GO:0005829	241	comp	cytosol	HDA	Publication:501776792|PMID:28887381  		04/04/2019 00:00:00
AT4G11850	2137045	AT4G11850	membrane lipid metabolic process	GO:0006643	6320	proc	lipid metabolic process | other cellular processes | other metabolic processes	IMP	Publication:501746169|PMID:22163277  	TAIR	01/25/2012 00:00:00
AT4G11850	2137045	AT4G11850	protein binding	GO:0005515	3877	func	protein binding	IPI	Publication:501730377|PMID:19452453  		10/29/2009 00:00:00
AT4G11850	2137045	AT4G11850	defense response to bacterium	GO:0042742	14972	proc	response to stress | response to external stimulus | response to biotic stimulus	IGI	Publication:501681776|PMID:12182338  	TAIR	12/18/2020 00:00:00
AT4G11850	2137045	AT4G11850	phosphatidylcholine metabolic process	GO:0046470	13390	proc	other metabolic processes | lipid metabolic process | other cellular processes	IEA	AnalysisReference:501756966		11/26/2022 00:00:00
AT4G11850	2137045	AT4G11850	embryo development ending in seed dormancy	GO:0009793	11994	proc	anatomical structure development | reproduction | embryo development | post-embryonic development | multicellular organism development	IMP	Publication:501714637|PMID:15634699  	TAIR	03/07/2007 00:00:00
AT4G11850	2137045	AT4G11850	phosphatidylinositol-4,5-bisphosphate binding	GO:0005546	3675	func	other binding | lipid binding	IDA	Publication:2998|PMID:9353280   	TAIR	08/09/2010 00:00:00
AT4G11850	2137045	AT4G11850	innate immune response	GO:0045087	11128	proc	response to biotic stimulus | response to external stimulus | response to stress	IDA	Publication:501788858|PMID:32152212  		03/27/2020 00:00:00
AT4G11850	2137045	AT4G11850	response to oxidative stress	GO:0006979	6625	proc	response to stress	IMP	Publication:501746169|PMID:22163277  	TAIR	01/25/2012 00:00:00
AT4G11850	2137045	AT4G11850	phospholipase D activity	GO:0004630	3707	func	hydrolase activity	ISS	Publication:501681754	TAIR	03/29/2003 00:00:00
AT4G11850	2137045	AT4G11850	plasma membrane	GO:0005886	570	comp	plasma membrane	HDA	Publication:501750648|PMID:22923678  		04/07/2021 00:00:00
AT4G11850	2137045	AT4G11850	plasma membrane	GO:0005886	570	comp	plasma membrane	IDA	Publication:501788858|PMID:32152212  		03/27/2020 00:00:00
AT4G11850	2137045	AT4G11850	phospholipid catabolic process	GO:0009395	6740	proc	other metabolic processes | catabolic process | lipid metabolic process | other cellular processes	IBA	Communication:501741973		11/23/2022 00:00:00
AT4G11850	2137045	AT4G11850	response to aluminum ion	GO:0010044	14700	proc	response to chemical	IMP	Publication:501746169|PMID:22163277  	TAIR	01/25/2012 00:00:00
AT4G11850	2137045	AT4G11850	N-acylphosphatidylethanolamine-specific phospholipase D activity	GO:0070290	31363	func	hydrolase activity	IEA	AnalysisReference:501756967		11/26/2022 00:00:00
AT4G11850	2137045	AT4G11850	plasma membrane	GO:0005886	570	comp	plasma membrane	HDA	Publication:501718909|PMID:16618929  	TAIR	05/12/2021 00:00:00
AT4G11850	2137045	AT4G11850	cytosol	GO:0005829	241	comp	cytosol	HDA	Publication:501776792|PMID:28887381  		04/04/2019 00:00:00
AT4G11850	2137045	AT4G11850	plasma membrane	GO:0005886	570	comp	plasma membrane	IBA	Communication:501741973		11/23/2022 00:00:00
AT4G11850	2137045	AT4G11850	protein binding	GO:0005515	3877	func	protein binding	IPI	Publication:501788858|PMID:32152212  		03/27/2020 00:00:00
AT4G11850	2137045	AT4G11850	calcium ion binding	GO:0005509	1755	func	other binding	IEA	AnalysisReference:501756966		11/26/2022 00:00:00
AT4G11850	2137045	AT4G11850	phospholipase D activity	GO:0004630	3707	func	hydrolase activity	IDA	Publication:2998|PMID:9353280   	TAIR	11/19/2003 00:00:00
AT4G11850	2137045	AT4G11850	phospholipase D activity	GO:0004630	3707	func	hydrolase activity	IBA	Communication:501741973		11/23/2022 00:00:00
AT5G10170	2184153	AT5G10170	cytoplasm	GO:0005737	231	comp	cytoplasm	IBA	Communication:501741973		09/29/2022 00:00:00
AT5G10170	2184152	AT5G10170.1	cytoplasm	GO:0005737	231	comp	cytoplasm	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G10170	2184153	AT5G10170	cytoplasm	GO:0005737	231	comp	cytoplasm	IDA	Publication:501736475|PMID:20215587  	TAIR	04/15/2010 00:00:00
AT5G10170	2184153	AT5G10170	embryo development ending in seed dormancy	GO:0009793	11994	proc	multicellular organism development | embryo development | reproduction | post-embryonic development | anatomical structure development	IGI	Publication:501742428|PMID:21505066  		08/03/2011 00:00:00
AT5G10170	2184153	AT5G10170	inositol biosynthetic process	GO:0006021	6452	proc	other metabolic processes | other cellular processes | carbohydrate metabolic process | biosynthetic process	IBA	Communication:501741973		11/23/2022 00:00:00
AT5G10170	2184153	AT5G10170	inositol-3-phosphate synthase activity	GO:0004512	3275	func	catalytic activity	IBA	Communication:501741973		11/23/2022 00:00:00
AT5G10170	2184153	AT5G10170	inositol biosynthetic process	GO:0006021	6452	proc	carbohydrate metabolic process | other metabolic processes | biosynthetic process | other cellular processes	IEA	AnalysisReference:501757242		11/26/2022 00:00:00
AT5G10170	2184153	AT5G10170	inositol-3-phosphate synthase activity	GO:0004512	3275	func	catalytic activity	IGI	Publication:501742428|PMID:21505066  		08/03/2011 00:00:00
AT5G25415	505006637	AT5G25415	molecular_function_unknown	GO:0003674	3226	func	unknown molecular functions	ND	Communication:1345790	TAIR	05/08/2009 00:00:00
AT5G25415	505006637	AT5G25415	biological_process_unknown	GO:0008150	5239	proc	unknown biological processes	ND	Communication:1345790	TIGR	02/01/2022 00:00:00
AT5G25415	505006637	AT5G25415	cellular_component_unknown	GO:0005575	163	comp	unknown cellular components	ND	Communication:1345790	TIGR	02/01/2022 00:00:00
AT5G45830	2152390	AT5G45830	sequence-specific DNA binding	GO:0043565	22416	func	DNA binding	IEA	AnalysisReference:501756966		11/22/2022 00:00:00
AT5G45830	2152390	AT5G45830	DNA-templated transcription	GO:0006351	7470	proc	nucleobase-containing compound metabolic process | other metabolic processes | biosynthetic process | other cellular processes	IEA	AnalysisReference:501756966		11/22/2022 00:00:00
AT5G45830	2152390	AT5G45830	abscisic acid-activated signaling pathway	GO:0009738	11414	proc	other cellular processes | signal transduction | response to endogenous stimulus | response to chemical	IMP	Publication:501723093|PMID:17890372  	TAIR	03/19/2010 00:00:00
AT5G45830	6532559434	AT5G45830.6	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G45830	2152390	AT5G45830	seed dormancy process	GO:0010162	17254	proc	multicellular organism development | reproduction | post-embryonic development | anatomical structure development	IMP	Publication:501723093|PMID:17890372  	TAIR	03/19/2010 00:00:00
AT5G45830	6532559435	AT5G45830.4	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G45830	6532555408	AT5G45830.3	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G45830	2152390	AT5G45830	regulation of seed dormancy process	GO:2000033	35581	proc	reproduction | post-embryonic development | multicellular organism development | anatomical structure development	IMP	Publication:501720046|PMID:17065317  	TAIR	08/23/2010 00:00:00
AT5G45830	6532559432	AT5G45830.2	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G45830	2152390	AT5G45830	sugar mediated signaling pathway	GO:0010182	13865	proc	other cellular processes | response to chemical | signal transduction	IMP	Publication:501723093|PMID:17890372  	TAIR	03/19/2010 00:00:00
AT5G45830	2152390	AT5G45830	identical protein binding	GO:0042802	15210	func	protein binding	IPI	Publication:501790246|PMID:32612234  		11/22/2022 00:00:00
AT5G45830	6532562386	AT5G45830.5	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G45830	2152390	AT5G45830	protein binding	GO:0005515	3877	func	protein binding	IPI	Publication:501790246|PMID:32612234  		11/22/2022 00:00:00
AT5G45830	3441711	AT5G45830.1	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G53150	6532563658	AT5G53150.6	cytoplasm	GO:0005737	231	comp	cytoplasm	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G53150	2163786	AT5G53150	flower development	GO:0009908	11347	proc	flower development	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT5G53150	2163786	AT5G53150	regulation of reproductive process	GO:2000241	36525	proc	reproduction	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT5G53150	2163785	AT5G53150.1	cytoplasm	GO:0005737	231	comp	cytoplasm	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G53150	6532563927	AT5G53150.5	cytoplasm	GO:0005737	231	comp	cytoplasm	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G53150	2163786	AT5G53150	regulation of biological quality	GO:0065008	25784	proc	other biological processes	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT5G53150	2163786	AT5G53150	regulation of developmental process	GO:0050793	17954	proc	other biological processes	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT5G53150	2163786	AT5G53150	photoperiodism, flowering	GO:0048573	21196	proc	response to light stimulus | post-embryonic development | anatomical structure development | reproduction | multicellular organism development	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT5G53150	2163786	AT5G53150	positive regulation of macromolecule metabolic process	GO:0010604	29564	proc	other metabolic processes	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT5G53150	6532563653	AT5G53150.3	cytoplasm	GO:0005737	231	comp	cytoplasm	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G53150	2163786	AT5G53150	regulation of DNA-templated transcription	GO:0006355	7461	proc	nucleobase-containing compound metabolic process | biosynthetic process | other cellular processes | other metabolic processes	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT5G53150	6532563926	AT5G53150.4	cytoplasm	GO:0005737	231	comp	cytoplasm	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G53150	2163786	AT5G53150	protein metabolic process	GO:0019538	10586	proc	protein metabolic process	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT5G53150	2163786	AT5G53150	phyllome development	GO:0048827	23475	proc	anatomical structure development | multicellular organism development	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT5G53150	6532563922	AT5G53150.2	cytoplasm	GO:0005737	231	comp	cytoplasm	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G53150	2163786	AT5G53150	molecular_function_unknown	GO:0003674	3226	func	unknown molecular functions	ND	Communication:1345790	TAIR	10/28/2021 00:00:00
